filename,pred_class,pred_probabilities,roi_Frontal_Pole,roi_Insular_Cortex,roi_Superior_Frontal_Gyrus,roi_Middle_Frontal_Gyrus,roi_Inferior_Frontal_Gyrus_pars_triangularis,roi_Inferior_Frontal_Gyrus_pars_opercularis,roi_Precentral_Gyrus,roi_Temporal_Pole,roi_Superior_Temporal_Gyrus_anterior_division,roi_Brain-Stem,roi_Hippocampus,roi_Amygdala,roi_Accumbens
32,0,"[[0.9929811954498291, 0.007018770556896925]]",0.42733433842658997,0.002500238362699747,0.998210072517395,0.14400745928287506,0.10555373877286911,0.8407821655273438,0.26228925585746765,0.7424709796905518,0.14896242320537567,0.9946495890617371,0.9738065004348755,0.9680768847465515,0.571556031703949
33,0,"[[0.906670093536377, 0.09332991391420364]]",0.5008701086044312,0.005560867954045534,0.9966962337493896,0.1940292865037918,0.12075237929821014,0.8304544687271118,0.35265764594078064,0.6730748414993286,0.20888030529022217,0.9898978471755981,0.9659889936447144,0.9526526927947998,0.5809323191642761
34,0,"[[0.9729688763618469, 0.02703114040195942]]",0.5214590430259705,0.004205038305372,0.9972580671310425,0.19276779890060425,0.1287245750427246,0.8184264898300171,0.3816507160663605,0.7456921339035034,0.16386306285858154,0.9886457920074463,0.9709112048149109,0.9484057426452637,0.5692375302314758
35,0,"[[0.824398934841156, 0.1756010204553604]]",0.43243786692619324,0.00648865383118391,0.9973483085632324,0.1653660237789154,0.13898248970508575,0.7986420392990112,0.35851749777793884,0.6579196453094482,0.21692021191120148,0.990693986415863,0.9766409993171692,0.9557459354400635,0.5793679356575012
36,1,"[[0.007323634810745716, 0.9926763772964478]]",0.34273695945739746,0.013632846996188164,0.9979733824729919,0.21880565583705902,0.16656818985939026,0.7034779191017151,0.5209581255912781,0.7243494391441345,0.15067756175994873,0.9845499992370605,0.993274450302124,0.9387991428375244,0.5241912603378296
37,0,"[[0.9979221224784851, 0.0020778717007488012]]",0.38323774933815,0.002472402062267065,0.9968448877334595,0.14441291987895966,0.15081438422203064,0.8456399440765381,0.3065536320209503,0.776887059211731,0.12344285845756531,0.9930716156959534,0.9742071032524109,0.9640422463417053,0.570065438747406
38,0,"[[0.9974703788757324, 0.0025296611711382866]]",0.5073369741439819,0.003067747922614217,0.9986500144004822,0.1739654392004013,0.07941384613513947,0.8360073566436768,0.30302366614341736,0.7615889310836792,0.12144818902015686,0.9922452569007874,0.9870343804359436,0.9651181101799011,0.45205435156822205
39,1,"[[0.2035473734140396, 0.7964526414871216]]",0.44344428181648254,0.0068361167795956135,0.9970481991767883,0.14067891240119934,0.15688766539096832,0.7651858925819397,0.4447242319583893,0.6688669919967651,0.24274717271327972,0.9825380444526672,0.9755815267562866,0.9372673034667969,0.5723683834075928
40,0,"[[0.8283044099807739, 0.17169560492038727]]",0.41462498903274536,0.00550161674618721,0.9977262616157532,0.15151071548461914,0.12219168990850449,0.819746196269989,0.36128363013267517,0.6902990341186523,0.23468855023384094,0.991263747215271,0.9818370938301086,0.9608331918716431,0.5736166834831238
41,0,"[[0.9927355051040649, 0.0072644553147256374]]",0.42388784885406494,0.003857668023556471,0.9979029893875122,0.14147165417671204,0.12386789172887802,0.8353202939033508,0.3478318452835083,0.7254464030265808,0.17914074659347534,0.9928008317947388,0.9791745543479919,0.960098385810852,0.5608522295951843
42,0,"[[0.9982848763465881, 0.0017151141073554754]]",0.5080212354660034,0.007539779879152775,0.9959426522254944,0.19140756130218506,0.12313933670520782,0.8007350564002991,0.3418172597885132,0.6693015098571777,0.22023169696331024,0.9878130555152893,0.975124716758728,0.9378267526626587,0.5309385061264038
43,1,"[[0.2834641933441162, 0.7165358066558838]]",0.5096304416656494,0.0050496263429522514,0.9983344674110413,0.1336403638124466,0.17614294588565826,0.7846440076828003,0.28040745854377747,0.5603328943252563,0.22010797262191772,0.9837493896484375,0.9919630289077759,0.9626209139823914,0.49973466992378235
44,0,"[[0.9985257983207703, 0.0014741885242983699]]",0.4246193766593933,0.004355792887508869,0.9968053102493286,0.17634175717830658,0.13043750822544098,0.8267867565155029,0.3075055778026581,0.7580587267875671,0.1737367808818817,0.9921411275863647,0.9773364663124084,0.9578806161880493,0.5175050497055054
45,0,"[[0.9989965558052063, 0.0010034177685156465]]",0.4485973119735718,0.002312977332621813,0.9979904890060425,0.14606541395187378,0.12143634259700775,0.8491614460945129,0.29131463170051575,0.7596319913864136,0.12540921568870544,0.9941600561141968,0.9783922433853149,0.9640019536018372,0.5437575578689575
46,1,"[[0.02655050717294216, 0.9734495282173157]]",0.33966726064682007,0.02399515174329281,0.9935545921325684,0.1270490288734436,0.2750948369503021,0.689639687538147,0.40785378217697144,0.5599060654640198,0.29299864172935486,0.9658023715019226,0.9858294129371643,0.9360470175743103,0.6501824855804443
47,1,"[[0.2595178484916687, 0.7404821515083313]]",0.36037197709083557,0.010274235159158707,0.997222900390625,0.13036276400089264,0.14536911249160767,0.7400463819503784,0.44433578848838806,0.6504785418510437,0.22560571134090424,0.9884079098701477,0.970600962638855,0.9334032535552979,0.6371524333953857
48,0,"[[0.9978235960006714, 0.002176404232159257]]",0.39287278056144714,0.004858599975705147,0.995131254196167,0.1631300300359726,0.15610139071941376,0.8318729996681213,0.32310768961906433,0.7283321619033813,0.15194565057754517,0.9889391660690308,0.9745696187019348,0.9505481123924255,0.4656030535697937
49,0,"[[0.9980852603912354, 0.001914704916998744]]",0.4301077723503113,0.00462171109393239,0.9949579834938049,0.18308186531066895,0.149161234498024,0.83738112449646,0.32920053601264954,0.7803755402565002,0.16063417494297028,0.9894410371780396,0.9795297980308533,0.9570344686508179,0.5063789486885071
50,1,"[[0.326202392578125, 0.673797607421875]]",0.3137034773826599,0.006159836892038584,0.9971330165863037,0.15891428291797638,0.14485406875610352,0.7707167267799377,0.4128301441669464,0.7487149834632874,0.17797426879405975,0.9904749989509583,0.9841289520263672,0.961431622505188,0.6575415730476379
51,1,"[[0.24651175737380981, 0.7534882426261902]]",0.3611786365509033,0.017931479960680008,0.9970250725746155,0.15866564214229584,0.15663966536521912,0.643386960029602,0.5393794178962708,0.6661102175712585,0.2620396018028259,0.9794191122055054,0.9870591163635254,0.919535219669342,0.6285386085510254
52,0,"[[0.9690619111061096, 0.030938081443309784]]",0.4892079830169678,0.007972849532961845,0.9971242547035217,0.1778627634048462,0.1420871466398239,0.7890281677246094,0.4019148051738739,0.6464447975158691,0.23114675283432007,0.9896432161331177,0.9760903120040894,0.9386054873466492,0.5691564679145813
53,1,"[[0.08732438832521439, 0.9126756191253662]]",0.3556537926197052,0.026256751269102097,0.9936749339103699,0.15982289612293243,0.25306257605552673,0.6540604829788208,0.44222912192344666,0.5111932754516602,0.3005169630050659,0.9761442542076111,0.9831317663192749,0.9134502410888672,0.6122813820838928
54,0,"[[0.965755045413971, 0.03424502909183502]]",0.46373406052589417,0.003825223073363304,0.9986677169799805,0.16486023366451263,0.10474596172571182,0.8150509595870972,0.3643798828125,0.7125042676925659,0.14236874878406525,0.9929057359695435,0.9814833998680115,0.9591846466064453,0.5918851494789124
55,0,"[[0.9827327728271484, 0.017267214134335518]]",0.4428257346153259,0.003690520767122507,0.9969682097434998,0.17792023718357086,0.1327497363090515,0.8479471206665039,0.31622314453125,0.7429789304733276,0.1619076132774353,0.9922358393669128,0.9761105179786682,0.9558608531951904,0.5260446071624756
56,1,"[[0.48732849955558777, 0.5126715302467346]]",0.4993070363998413,0.005653581582009792,0.997570812702179,0.141004279255867,0.15956296026706696,0.8380268812179565,0.33422693610191345,0.6447272896766663,0.22434908151626587,0.9907738566398621,0.9706512689590454,0.9609653949737549,0.5759060382843018
57,0,"[[0.9995761513710022, 0.0004238360561430454]]",0.4067298173904419,0.004358463454991579,0.9950775504112244,0.1822102963924408,0.15245044231414795,0.8489181995391846,0.2931170165538788,0.7635440230369568,0.1663508415222168,0.9929473400115967,0.9714322686195374,0.9567753076553345,0.5170212984085083
58,1,"[[0.011981301009654999, 0.9880187511444092]]",0.3105961084365845,0.016704218462109566,0.9974174499511719,0.21718499064445496,0.19818589091300964,0.7601433992385864,0.5684617161750793,0.7159386873245239,0.1767900586128235,0.9838458299636841,0.9905222058296204,0.9332249760627747,0.6208199262619019
59,1,"[[0.22307506203651428, 0.7769249677658081]]",0.4943586587905884,0.005658443551510572,0.9975228905677795,0.15885227918624878,0.13211897015571594,0.8163189888000488,0.40105411410331726,0.6761727929115295,0.2433556318283081,0.9888068437576294,0.9758301973342896,0.9523035883903503,0.5981525778770447
60,0,"[[0.97871333360672, 0.021286601200699806]]",0.36946260929107666,0.0036454396322369576,0.9982993006706238,0.15635178983211517,0.10839720070362091,0.8026361465454102,0.39673057198524475,0.8125305771827698,0.10299200564622879,0.9922235608100891,0.988497793674469,0.9607647657394409,0.49726027250289917
61,0,"[[0.9873639941215515, 0.012635991908609867]]",0.43667691946029663,0.002858868334442377,0.9989223480224609,0.14443345367908478,0.0920962393283844,0.8181595802307129,0.3075569272041321,0.7431225180625916,0.13022837042808533,0.9939498901367188,0.9861415028572083,0.9715144038200378,0.5408321022987366
62,0,"[[0.9936889410018921, 0.0063109933398664]]",0.5190607905387878,0.0027879553381353617,0.9983788728713989,0.14953820407390594,0.08091506361961365,0.8393826484680176,0.3348608911037445,0.7661075592041016,0.1253560185432434,0.9916326403617859,0.9844489693641663,0.9665070176124573,0.4747444987297058
63,1,"[[0.0369248241186142, 0.9630751609802246]]",0.2630036175251007,0.01846770942211151,0.9976818561553955,0.19761331379413605,0.17070914804935455,0.7113426327705383,0.563532829284668,0.7235189080238342,0.22687022387981415,0.9843095541000366,0.9902375340461731,0.9316182136535645,0.6840325593948364
64,0,"[[0.9973087310791016, 0.0026913301553577185]]",0.47921445965766907,0.004443576093763113,0.99647057056427,0.19219501316547394,0.12444333732128143,0.8403194546699524,0.31994739174842834,0.7425764203071594,0.1610870659351349,0.9912814497947693,0.9757576584815979,0.9556397795677185,0.5006925463676453
65,1,"[[0.13100166618824005, 0.8689983487129211]]",0.2753755450248718,0.015603382140398026,0.9904152154922485,0.18934375047683716,0.20011182129383087,0.7818452715873718,0.4117549657821655,0.667466402053833,0.18429146707057953,0.9895377159118652,0.9703208208084106,0.9539763927459717,0.6613230109214783
66,0,"[[0.9964922070503235, 0.0035078078508377075]]",0.3964882493019104,0.0036361836828291416,0.9970805048942566,0.1727079153060913,0.1213674545288086,0.846211314201355,0.29977571964263916,0.7319974899291992,0.1478024572134018,0.9937174320220947,0.977777361869812,0.963336706161499,0.5171365737915039
67,1,"[[0.14698661863803864, 0.8530133962631226]]",0.42615920305252075,0.01159085426479578,0.9951171875,0.209337055683136,0.16332592070102692,0.8031973242759705,0.4256575107574463,0.6514273881912231,0.22240425646305084,0.9890791773796082,0.9757995009422302,0.9345293045043945,0.5483953356742859
68,0,"[[0.9983896017074585, 0.0016104326350614429]]",0.31864890456199646,0.00241090077906847,0.9968357682228088,0.1324470043182373,0.16280172765254974,0.8570234179496765,0.24129840731620789,0.7476091384887695,0.18485714495182037,0.9955670237541199,0.9691795706748962,0.9599189758300781,0.6237702369689941
69,1,"[[0.021126199513673782, 0.9788738489151001]]",0.4384245276451111,0.007852276787161827,0.9957965612411499,0.17966720461845398,0.17527811229228973,0.7180060148239136,0.5036486387252808,0.6832291483879089,0.1668429672718048,0.9852116107940674,0.9779600501060486,0.9493540525436401,0.5651070475578308
70,1,"[[0.0208960622549057, 0.9791039228439331]]",0.3826535642147064,0.011952715925872326,0.9973885416984558,0.16847503185272217,0.1557493656873703,0.7344427108764648,0.582710862159729,0.7402360439300537,0.2186576873064041,0.9808841943740845,0.9844774007797241,0.9412312507629395,0.5871804356575012
71,0,"[[0.9964722394943237, 0.0035278445575386286]]",0.4908125698566437,0.0031442614272236824,0.9970054030418396,0.1724970042705536,0.12085065990686417,0.8552060127258301,0.31457799673080444,0.7589883804321289,0.15049903094768524,0.9923301339149475,0.9726524353027344,0.9545914530754089,0.48604071140289307
72,1,"[[0.04051435366272926, 0.9594855904579163]]",0.39536887407302856,0.015435034409165382,0.9972767233848572,0.16623848676681519,0.18120498955249786,0.7377310991287231,0.5512954592704773,0.6947402954101562,0.22787600755691528,0.9775697588920593,0.9900506138801575,0.9233336448669434,0.5211487412452698
73,1,"[[0.0052763111889362335, 0.9947236776351929]]",0.27486804127693176,0.02259696088731289,0.9941641688346863,0.1715177446603775,0.2227814644575119,0.6837380528450012,0.43575435876846313,0.6124256253242493,0.2616434693336487,0.9831300377845764,0.9844159483909607,0.9314044117927551,0.6520182490348816
74,0,"[[0.9829052686691284, 0.017094746232032776]]",0.40910065174102783,0.00502981711179018,0.995783805847168,0.20757640898227692,0.12335003912448883,0.827767550945282,0.318477064371109,0.7619408369064331,0.12592798471450806,0.9931356906890869,0.9769082069396973,0.9634502530097961,0.5299999713897705
75,0,"[[0.9681304097175598, 0.03186957910656929]]",0.4196122884750366,0.005198568105697632,0.9958997368812561,0.15983997285366058,0.15532556176185608,0.857891321182251,0.30224287509918213,0.7208746075630188,0.17110054194927216,0.9928919076919556,0.965914249420166,0.9650920629501343,0.5642197132110596
76,1,"[[0.39307063817977905, 0.606929361820221]]",0.20496529340744019,0.01819487102329731,0.9941271543502808,0.17969518899917603,0.2595873177051544,0.7427511811256409,0.356520414352417,0.6292170882225037,0.23310178518295288,0.9912108182907104,0.9815815687179565,0.9495639204978943,0.7258509993553162
77,1,"[[0.0009459492866881192, 0.9990540146827698]]",0.32330745458602905,0.028824463486671448,0.9955421090126038,0.17338766157627106,0.22874389588832855,0.6758348345756531,0.4960949122905731,0.6073310375213623,0.2522183656692505,0.9762853384017944,0.9866811037063599,0.9207859039306641,0.6023066639900208
78,0,"[[0.9977338314056396, 0.0022661301773041487]]",0.41268765926361084,0.003769757691770792,0.9966930150985718,0.19118602573871613,0.14510440826416016,0.8048672080039978,0.33781158924102783,0.7808920741081238,0.1454320102930069,0.9920799136161804,0.9838128089904785,0.9568345546722412,0.5407779216766357
79,0,"[[0.9968274235725403, 0.003172560827806592]]",0.4296305179595947,0.003406310686841607,0.9967494010925293,0.14860889315605164,0.1519681066274643,0.8317025899887085,0.37905099987983704,0.7454672455787659,0.147518128156662,0.9903871417045593,0.9732856750488281,0.9571873545646667,0.5550411939620972
80,0,"[[0.9927567839622498, 0.007243255618959665]]",0.4589305520057678,0.004036965314298868,0.9976376295089722,0.16271038353443146,0.12098614126443863,0.8639272451400757,0.33465370535850525,0.7357252240180969,0.19288508594036102,0.9930701851844788,0.9765699505805969,0.9583219289779663,0.5484218001365662
81,0,"[[0.7920090556144714, 0.20799097418785095]]",0.4370110034942627,0.00662929518148303,0.9977585077285767,0.1671847403049469,0.14827512204647064,0.7872565984725952,0.39122670888900757,0.6268205642700195,0.19174230098724365,0.9908439517021179,0.9850363731384277,0.9507879614830017,0.5832462906837463
82,0,"[[0.8875768780708313, 0.1124231219291687]]",0.4280186891555786,0.004443681333214045,0.997847318649292,0.11821331828832626,0.17640529572963715,0.835509717464447,0.28208020329475403,0.5788255333900452,0.27649492025375366,0.9924006462097168,0.9679431915283203,0.9537688493728638,0.6807495951652527
83,0,"[[0.9753828048706055, 0.024617161601781845]]",0.4088316857814789,0.003900884184986353,0.9972411394119263,0.1407451033592224,0.14534567296504974,0.8382860422134399,0.3308901786804199,0.76862633228302,0.17395173013210297,0.9900528788566589,0.9781554341316223,0.9610620737075806,0.5219503045082092
84,0,"[[0.9879170060157776, 0.012082943692803383]]",0.466598778963089,0.004709530156105757,0.997368574142456,0.17161791026592255,0.136391282081604,0.8502828478813171,0.32388579845428467,0.7000557780265808,0.17510901391506195,0.9917254447937012,0.9744797348976135,0.9572932124137878,0.561274528503418
85,0,"[[0.6231375336647034, 0.37686246633529663]]",0.4861014485359192,0.004273821134120226,0.9981523156166077,0.13552294671535492,0.11359072476625443,0.8154093623161316,0.3746893107891083,0.7035727500915527,0.20589348673820496,0.9885302186012268,0.9794521331787109,0.9504262804985046,0.5185043811798096
86,1,"[[0.17260727286338806, 0.8273926973342896]]",0.3458249568939209,0.017080210149288177,0.9952093958854675,0.17823047935962677,0.17636597156524658,0.7099837064743042,0.3829086124897003,0.5800146460533142,0.33792662620544434,0.9886004328727722,0.9781612157821655,0.9341291785240173,0.691274881362915
87,0,"[[0.8234007954597473, 0.17659920454025269]]",0.4318362772464752,0.0041951402090489864,0.9973032474517822,0.14908161759376526,0.12680242955684662,0.8215636610984802,0.34312188625335693,0.6974225640296936,0.18693363666534424,0.9919765591621399,0.978329062461853,0.9595009684562683,0.529378354549408
88,0,"[[0.9313607811927795, 0.06863920390605927]]",0.41050592064857483,0.005436471663415432,0.9977467656135559,0.16825169324874878,0.12265750765800476,0.8114930391311646,0.44525113701820374,0.7709746360778809,0.17341510951519012,0.9906232953071594,0.9845404028892517,0.9383570551872253,0.5040818452835083
89,0,"[[0.9810208082199097, 0.01897921785712242]]",0.47734761238098145,0.004193606786429882,0.9963465332984924,0.19216085970401764,0.12162674218416214,0.8389551043510437,0.3170532286167145,0.7430930733680725,0.160143181681633,0.9909831285476685,0.9735402464866638,0.9537193179130554,0.49570006132125854
90,1,"[[0.2897084653377533, 0.7102915644645691]]",0.22822612524032593,0.016227684915065765,0.9950946569442749,0.17525385320186615,0.23223623633384705,0.7012794017791748,0.42044857144355774,0.6185976266860962,0.28966158628463745,0.9901947379112244,0.976682186126709,0.9251397252082825,0.7599530220031738
91,0,"[[0.9954583644866943, 0.004541612230241299]]",0.3636528253555298,0.0038382422644644976,0.9969845414161682,0.1446949690580368,0.13115648925304413,0.8427731394767761,0.29834091663360596,0.7151947617530823,0.2013409435749054,0.9948546886444092,0.9641274809837341,0.9639971852302551,0.6227566599845886
92,0,"[[0.9976083040237427, 0.002391630783677101]]",0.384014755487442,0.002475576940923929,0.9982956051826477,0.15859529376029968,0.11414043605327606,0.8489263653755188,0.2670673131942749,0.8080752491950989,0.1130017638206482,0.9946529865264893,0.9824950098991394,0.9695720076560974,0.4998375177383423
